"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"19",642558,"Ariel Jurado","84","22.6","0.571","0.429","0.500","1.000","0.650","0.429","0.340","4","7","75.9","20.9","1949","92.0","92.02","0","9","10","0.0","6.45","107","141","103","136","295","324","285"
"228",501381,"Michael Pineda","455","50.1","0.381","0.143","0.444","0.524","0.409","0.354","0.278","16","42","91.8","19.6","1942","92.1","92.24","25","117","109","0.1","6.38","106","154","115","149","297","329","296"
"3",676596,"Josh Fleming","470","0.6","0.000","0.000","0.000","0.000","0.000","0.013","0.014","0","1","88.0","62.0","1939","90.6","90.70","0","1","2","0.1","6.63","97","157","110","150","307","317","286"
"98",605347,"Jorge Lopez","635","15.4","0.300","0.500","0.176","0.800","0.442","0.587","0.441","6","20","96.1","18.0","1924","94.1","94.21","6","41","57","0.1","6.38","108","153","116","147","299","320","295"
"9",500779,"Jose Quintana","183","4.9","0.500","0.500","0.500","1.000","0.609","0.326","0.361","1","2","89.6","33.5","1923","90.8","91.66","1","5","4","0.9","6.79","118","159","110","149","317","336","298"
"34",626929,"Lewis Thorpe","272","12.5","0.500","0.667","0.500","1.167","0.677","0.627","0.498","3","6","92.6","17.4","1921","88.5","89.82","2","14","20","1.3","7.15","94","152","113","148","304","330","289"
"6",656954,"Justus Sheffield","880","0.7","0.000","0.000","null","0.000","0.000","0.000","null","0","1","null","null","1891","92.9","92.40","1","1","5","-0.5","6.00","114","155","126","150","287","327","293"
"48",664045,"Thomas Eshelman","529","9.1","0.250","0.250","0.222","0.500","0.383","0.463","0.365","3","12","86.5","23.9","1881","85.9","86.24","2","19","29","0.3","6.41","108","154","113","148","301","323","293"
"12",543557,"Mike Montgomery","97","12.4","0.667","0.000","0.667","0.667","0.580","0.469","0.518","2","3","85.7","5.7","1851","88.6","88.57","0","4","8","0.0","6.12","114","159","125","151","306","336","295"
"92",607200,"Erick Fedde","850","10.8","0.250","0.286","0.217","0.536","0.356","0.375","0.301","7","28","93.5","12.2","1790","93.3","94.24","6","50","41","0.9","6.67","109","153","121","145","307","317","298"
